NOTAM_REC_ID,FNS_ID,FILENAME,NOTAM_ID,NOTAM_TYPE,RELATED_NOTAM_ID,SIMPLE_TEXT,LOC_ID_ACCOUNTABLE_ORG,NOTAM_NUMBER,RELATED_NOTAM_NUMBER,TEXT,Q_CODE,Q_CODE_INTERPRETATION,A_CODE,B_CODE,C_CODE,D_CODE,E_CODE,F_CODE,G_CODE,CLASSIFICATION,POSSIBLE_NOTAM_ID,MIN_ALT,MAX_ALT,MIN_ALT_REF_TYPE,MAX_ALT_REF_TYPE,POSSIBLE_START_DATE,POSSIBLE_END_DATE,ISSUE_DATE,CANCELED_DATE,AFFECTED_FIR,DESIGNATOR,DESIGNATOR_NAME,LOCATION_NAME,ACCOUNT_ID,LOCATION_CODE,LAUNCHES_REC_ID
878,FNS_ID_43136269,E:\Working\Sherlock_NOTAM_Data\Temporary\notam.20160524T215254Z_tmp.xml,M0306/16,NOTAMN,NULL,NULL,NULL,NULL,NULL,RWY 14/32 IS WET,ZLC/QXXXX/IV/NBO/A/000/999/4107N11158W005,NULL,KHIF,50:00.0,00:00.0,NULL,RWY 14/32 IS WET,0,999,MIL,M0306/16 NOTAMN,0,999,MSL,MSL,50:00.0,00:00.0,50:00.0,NULL,ZLC,NULL,NULL,HILL AFB,KHIF,HIF,NULL
879,FNS_ID_43136256,E:\Working\Sherlock_NOTAM_Data\Temporary\notam.20160524T215254Z_tmp.xml,0033/16,NULL,NULL,!YGK 05/033 NP7  CNP7 UNMANNED AIR VEHICLE (UAV) ACT RADIUS 0.3 NM CENTRE 444932N 752019W (APRX 1.5 NM WSW AD) SFC TO 400 FT AGL 640 MSL. TYPE MD4-1000 WINGSPAN 39 INS WEIGHT 10 LB. COLOUR WHITE WITH RED  1605251200-1605251900,YGK,05/033,NULL,CNP7 UNMANNED AIR VEHICLE (UAV) ACT RADIUS 0.3 NM CENTRE 444932N 752019W (APRX 1.5 NM WSW AD) SFC TO 400 FT AGL 640 MSL. TYPE MD4-1000 WINGSPAN 39 INS WEIGHT 10 LB. COLOUR WHITE WITH RED,NULL,NULL,NULL,NULL,NULL,SFC TO 400 FT AGL 640 MSL. TYPE MD4-1000 WINGSPAN 39 INS WEIGHT 10 LB. COLOUR WHITE WITH RED  1605251200-1605251900,CNP7 UNMANNED AIR VEHICLE (UAV) ACT RADIUS 0.3 NM CENTRE 444932N 752019W (APRX 1.5 NM WSW AD) SFC TO 400 FT AGL 640 MSL. TYPE MD4-1000 WINGSPAN 39 INS WEIGHT 10 LB. COLOUR WHITE WITH RED,NULL,NULL,DOM,0033/16,0,4,AGL,NULL,00:00.0,00:00.0,41:00.0,NULL,NULL,NULL,NULL,IROQUOIS.,YGK,NP7,NULL
880,FNS_ID_43136255,E:\Working\Sherlock_NOTAM_Data\Temporary\notam.20160524T215254Z_tmp.xml,05/439,NOTAMN,NULL,!GWO 05/439 SQS NAV VORTAC OUT OF SERVICE 1605251400-1605252100,GWO,05/439,NULL,NAV VORTAC OUT OF SERVICE,NULL,NULL,SQS,00:00.0,00:00.0,NULL,NAV VORTAC OUT OF SERVICE,0,999,DOM,0439/16 NOTAMN,0,999,MSL,MSL,00:00.0,00:00.0,45:00.0,NULL,ZME,SQS,NULL,SQS-VORTAC,GWO,SQS,NULL
881,FNS_ID_43136260,E:\Working\Sherlock_NOTAM_Data\Temporary\notam.20160524T215254Z_tmp.xml,05/014,NOTAMN,NULL,!FCM 05/014 FCM NAV ILS RWY 10R OUT OF SERVICE 1605261300-1605261430,FCM,05/014,NULL,NAV ILS RWY 10R OUT OF SERVICE,ZMP//I/NBO/A/000/999/4449N09327W005,NULL,KFCM,00:00.0,30:00.0,NULL, NAV ILS RWY 10R OUT OF SERVICE ,0,999,DOM,0014/16 NOTAMN,0,999,MSL,MSL,00:00.0,30:00.0,46:00.0,NULL,ZMP,FCM,FLYING CLOUD,FLYING CLOUD,FCM,KFCM,NULL
882,FNS_ID_43136258,E:\Working\Sherlock_NOTAM_Data\Temporary\notam.20160524T215254Z_tmp.xml,A2968/16,NOTAMN,NULL,NULL,NULL,NULL,NULL,TEMPO RESTRICTED AREA ACT IN LUQUE COORD GEO 313852S/0632337W RADIUS 3NM EXC SAN COMMERCIAL AND STATE FLT. CONTROLLED AIRSPACE NOT AFFECTED,SACF/QRTCA/IV/BO/W/000/020/3138S06320W003,TEMPORARY RESTRICTED AREA ACTIVATED,SACF,30:00.0,00:00.0,NULL,TEMPO RESTRICTED AREA ACT IN LUQUE COORD GEO 313852S/0632337W RADIUS 3NM EXC SAN COMMERCIAL AND STATE FLT. CONTROLLED AIRSPACE NOT AFFECTED,GND,FL020,INTL,A2968/16 NOTAMN,0,20,AGL,MSL,30:00.0,00:00.0,41:00.0,NULL,SACF,NULL,NULL,CORDOBA ACC (FIR),SAEZYNYX,SACF,NULL
883,FNS_ID_43136233,E:\Working\Sherlock_NOTAM_Data\Temporary\notam.20160524T215254Z_tmp.xml,9269/16,NOTAMN,NULL,"!FDC 6/9269 EKO ODP ELKO RGNL, ELKO, NV. TAKEOFF MINIMUMS AND (OBSTACLE) DEPARTURE PROCEDURES AMDT 5A... DEPARTURE PROCEDURE: NA EXCEPT FOR AIRCRAFT EQUIPPED WITH SUITABLE RNAV SYSTEM WITH GPS, BQU VOR OUT OF SERVICE. 1605242144-1606242144EST",FDC,Jun-69,NULL,"ODP ELKO RGNL, ELKO, NV. TAKEOFF MINIMUMS AND (OBSTACLE) DEPARTURE PROCEDURES AMDT 5A... DEPARTURE PROCEDURE: NA EXCEPT FOR AIRCRAFT EQUIPPED WITH SUITABLE RNAV SYSTEM WITH GPS, BQU VOR OUT OF SERVICE. 1605242144-1606242144EST",ZLC/undefined/NBO/A/000/999/4049N11547W025,NULL,KEKO,29:00.0,28:00.0,NULL,"ODP ELKO RGNL, ELKO, NV. TAKEOFF MINIMUMS AND (OBSTACLE) DEPARTURE PROCEDURES AMDT 5A... DEPARTURE PROCEDURE: NA EXCEPT FOR AIRCRAFT EQUIPPED WITH SUITABLE RNAV SYSTEM WITH GPS, BQU VOR OUT OF SERVICE.",NULL,NULL,FDC,9269/16 NOTAMN,NULL,NULL,NULL,NULL,44:00.0,44:00.0,44:00.0,NULL,NULL,EKO,ELKO,ELKO RGNL,FDC,KEKO,NULL
884,FNS_ID_43119708,E:\Working\Sherlock_NOTAM_Data\Temporary\notam.20160524T215806Z_tmp.xml,0075/16,NOTAMN,NULL,!GEG 05/075 GEG AIRSPACE UNMANNED ROCKET WI AN AREA DEFINED AS .5NM RADIUS OF GEG360020 SFC-10000FT  1605241600-1605242300,GEG,05/075,NULL,AIRSPACE UNMANNED ROCKET WI AN AREA DEFINED AS .5NM RADIUS OF GEG360020 SFC-10000FT,NULL,NULL,NULL,NULL,NULL,NULL,AIRSPACE UNMANNED ROCKET WI AN AREA DEFINED AS .5NM RADIUS OF GEG360020 SFC-10000FT,NULL,NULL,DOM,0075/16 NOTAMN,0,NULL,AGL,NULL,00:00.0,00:00.0,11:00.0,50:00.0,NULL,NULL,NULL,GEG-VORTAC,GEG,GEG,NULL
885,FNS_ID_43136267,E:\Working\Sherlock_NOTAM_Data\Temporary\notam.20160524T215806Z_tmp.xml,05/015,NOTAMN,NULL,!OME 05/015 OME NAV ILS RWY 28 GP OUT OF SERVICE 1605242149-1605242345,OME,05/015,NULL,NAV ILS RWY 28 GP OUT OF SERVICE,ZAN//I/NBO/A/000/999/6430N16526W005,NULL,PAOM,49:00.0,45:00.0,NULL, NAV ILS RWY 28 GP OUT OF SERVICE ,0,999,DOM,0015/16 NOTAMN,0,999,MSL,MSL,49:00.0,45:00.0,49:00.0,NULL,ZAN,OME,NOME,NOME,OME,PAOM,NULL
886,FNS_ID_43136275,E:\Working\Sherlock_NOTAM_Data\Temporary\notam.20160524T215806Z_tmp.xml,0694/16,NULL,NULL,!SUAC 05/694 ZAB AIRSPACE AR125V(N) ACT 500FT-3000FT 1605250345-1605250645,SUAC,05/694,NULL,AIRSPACE AR125V(N) ACT 500FT-3000FT,NULL,NULL,NULL,NULL,NULL,NULL,AIRSPACE AR125V(N) ACT 500FT-3000FT,NULL,NULL,DOM,0694/16,5,30,NULL,NULL,45:00.0,45:00.0,50:00.0,NULL,NULL,NULL,NULL,ZAB ARTCC,SUAC,ZAB,NULL
887,FNS_ID_43136272,E:\Working\Sherlock_NOTAM_Data\Temporary\notam.20160524T215806Z_tmp.xml,0090/16,NOTAMN,NULL,!HOU 05/090 HUB AIRSPACE UAS WI AN AREA DEFINED AS .5NM RADIUS OF HUB05109.8 (10NM E HOU) SFC-400FT AGL  1605251400-1605251600,HOU,05/090,NULL,AIRSPACE UAS WI AN AREA DEFINED AS .5NM RADIUS OF HUB05109.8 (10NM E HOU) SFC-400FT AGL,NULL,NULL,NULL,NULL,NULL,NULL,AIRSPACE UAS WI AN AREA DEFINED AS .5NM RADIUS OF HUB05109.8 (10NM E HOU) SFC-400FT AGL,NULL,NULL,DOM,0090/16 NOTAMN,0,NULL,AGL,NULL,00:00.0,00:00.0,51:00.0,NULL,NULL,NULL,NULL,HUB-VOR/DME,HOU,HUB,NULL
888,FNS_ID_43136265,E:\Working\Sherlock_NOTAM_Data\Temporary\notam.20160524T215806Z_tmp.xml,05/027,NOTAMN,NULL,!CLL 05/027 CLL NAV ILS RWY 34 OUT OF SERVICE 1605251500-1605251900,CLL,05/027,NULL,NAV ILS RWY 34 OUT OF SERVICE,ZHU//I/NBO/A/000/999/3035N09621W005,NULL,KCLL,00:00.0,00:00.0,NULL, NAV ILS RWY 34 OUT OF SERVICE ,0,999,DOM,0027/16 NOTAMN,0,999,MSL,MSL,00:00.0,00:00.0,48:00.0,NULL,ZHU,CLL,EASTERWOOD FIELD,EASTERWOOD FIELD,CLL,KCLL,NULL
889,FNS_ID_43136271,E:\Working\Sherlock_NOTAM_Data\Temporary\notam.20160524T215806Z_tmp.xml,05/077,NOTAMN,NULL,!CPR 05/077 CPR NAV ILS RWY 08 JOHNO LOM OUT OF SERVICE 1605251530-1605252000,CPR,05/077,NULL,NAV ILS RWY 08 JOHNO LOM OUT OF SERVICE,/QXXXX/,NULL,KCPR,30:00.0,00:00.0,NULL,NAV JOHNO NDB/ILS RWY 08 LOM OUT OF SERVICE,0,999,DOM,0077/16 NOTAMN,0,999,MSL,MSL,30:00.0,00:00.0,50:00.0,NULL,ZDV,CPR,CASPER/NATRONA COUNTY INTL,CASPER/NATRONA COUNTY INTL,CPR,KCPR,NULL
890,FNS_ID_43136270,E:\Working\Sherlock_NOTAM_Data\Temporary\notam.20160524T215806Z_tmp.xml,05/206,NOTAMN,NULL,!GRB 05/206 GRB NAV VORTAC OUT OF SERVICE 1605251700-1605252000,GRB,05/206,NULL,NAV VORTAC OUT OF SERVICE,NULL,NULL,GRB,00:00.0,00:00.0,NULL,NAV VORTAC OUT OF SERVICE,0,999,DOM,0206/16 NOTAMN,0,999,MSL,MSL,00:00.0,00:00.0,50:00.0,NULL,ZMP,GRB,NULL,GRB-VORTAC,GRB,GRB,NULL
891,FNS_ID_43136282,E:\Working\Sherlock_NOTAM_Data\Temporary\notam.20160524T215806Z_tmp.xml,A1626/16,NOTAMN,NULL,NULL,NULL,NULL,NULL,GRB VORTAC U/S,KZMP/QNTAS/IV/BO/AE/000/999/4433N08812W005,VORTAC UNSERVICEABLE,KGRB,00:00.0,00:00.0,NULL,GRB VORTAC U/S ,0,999,INTL,A1626/16 NOTAMN,0,999,MSL,MSL,00:00.0,00:00.0,50:00.0,NULL,KZMP,NULL,NULL,AUSTIN STRAUBEL INTL,KGRB,GRB,NULL
892,FNS_ID_43136266,E:\Working\Sherlock_NOTAM_Data\Temporary\notam.20160524T215806Z_tmp.xml,0322/16,NOTAMN,NULL,!CXO 05/322 TNV AIRSPACE UAS WI AN AREA DEFINED AS .5NM RADIUS OF TNV068018 (20.5NM E 60R) SFC-400FT AGL  1605251800-1605252300,CXO,05/322,NULL,AIRSPACE UAS WI AN AREA DEFINED AS .5NM RADIUS OF TNV068018 (20.5NM E 60R) SFC-400FT AGL,NULL,NULL,NULL,NULL,NULL,NULL,AIRSPACE UAS WI AN AREA DEFINED AS .5NM RADIUS OF TNV068018 (20.5NM E 60R) SFC-400FT AGL,NULL,NULL,DOM,0322/16 NOTAMN,0,NULL,AGL,NULL,00:00.0,00:00.0,48:00.0,NULL,NULL,NULL,NULL,TNV-VORTAC,CXO,TNV,NULL
893,FNS_ID_43136288,E:\Working\Sherlock_NOTAM_Data\Temporary\notam.20160524T215806Z_tmp.xml,L0036/16,NOTAMN,NULL,NULL,NULL,NULL,NULL,RAMP ROMEO/SIERRA ROWS SIERRA SPOT 6 CLSD,ZAN/QXXXX/IV/NBO/A/000/999/6439N14706W005,NULL,PAEI,54:00.0,59:00.0,NULL,RAMP ROMEO/SIERRA ROWS SIERRA SPOT 6 CLSD,0,999,MIL,L0036/16 NOTAMN,0,999,MSL,MSL,54:00.0,59:00.0,54:00.0,NULL,ZAN,NULL,NULL,EIELSON AFB,PAEI,EIL,NULL
894,FNS_ID_43136274,E:\Working\Sherlock_NOTAM_Data\Temporary\notam.20160524T215806Z_tmp.xml,05/011,NOTAMN,NULL,!DIK 05/011 DIK NAV ILS RWY 32 OUT OF SERVICE 1605261430-1605261900,DIK,05/011,NULL,NAV ILS RWY 32 OUT OF SERVICE,ZMP//I/NBO/A/000/999/4647N10248W005,NULL,KDIK,30:00.0,00:00.0,NULL, NAV ILS RWY 32 OUT OF SERVICE ,0,999,DOM,0011/16 NOTAMN,0,999,MSL,MSL,30:00.0,00:00.0,52:00.0,NULL,ZMP,DIK,DICKINSON - THEODORE ROOSEVELT RGNL,DICKINSON - THEODORE ROOSEVELT RGNL,DIK,KDIK,NULL
895,FNS_ID_43136287,E:\Working\Sherlock_NOTAM_Data\Temporary\notam.20160524T215806Z_tmp.xml,M0389/16,NOTAMN,NULL,!KNGU M0389/16 NGU OBST CRANE 365639N0761946W (1.2NM WNW NGU) 190FT MSL  (180FT AGL) ERECTED IN THE VICINITY OF PIER 6. 0600-1630 LOCAL. 1605271000-1605272030,KNGU,NULL,NULL,OBSTACLE CRANE 365639N0761946W  (1.2NM WESTNORTHWEST KNGU) 190FT MSL  (180FT AGL) ERECTED IN THE VICINITY OF PIER 6. 0600-1630 LOCAL.,ZDC/QOBCE/IV/M/AE/000/999/3656N07617W005,OBSTACLE ERECTED,KNGU,00:00.0,30:00.0,NULL,OBSTACLE CRANE 365639N0761946W  (1.2NM WESTNORTHWEST KNGU) 190FT MSL  (180FT AGL) ERECTED IN THE VICINITY OF PIER 6. 0600-1630 LOCAL. ,0,999,MIL,M0389/16 NOTAMN,0,999,MSL,MSL,00:00.0,30:00.0,54:00.0,NULL,ZDC,NGU,NORFOLK NS (CHAMBERS FLD),NORFOLK NS (CHAMBERS FLD),KNGU,KNGU,NULL
896,FNS_ID_43136284,E:\Working\Sherlock_NOTAM_Data\Temporary\notam.20160524T215806Z_tmp.xml,M0772/16,NOTAMC,M0767/16,M0772/16 NOTAMC M0767/16,NULL,NULL,NULL,M0772/16 NOTAMC M0767/16 A) PAEI,NULL,NULL,PAEI,NULL,NULL,NULL,M0772/16 NOTAMC M0767/16 A) PAEI,NULL,NULL,MIL,M0772/16 NOTAMC,NULL,NULL,NULL,NULL,53:00.0,53:00.0,53:00.0,NULL,NULL,EIL,EIELSON AFB,EIELSON AFB,PAEI,PAEI,NULL
897,FNS_ID_43136264,E:\Working\Sherlock_NOTAM_Data\Temporary\notam.20160524T215806Z_tmp.xml,0006/16,NOTAMN,NULL,!ARG 05/006 ARG AD AP ABN OUT OF SERVICE  1605242148-1605312200,ARG,05/006,NULL,AD AP ABN OUT OF SERVICE,NULL,NULL,NULL,NULL,NULL,NULL,AD AP ABN OUT OF SERVICE,NULL,NULL,DOM,0006/16 NOTAMN,NULL,NULL,NULL,NULL,48:00.0,00:00.0,48:00.0,NULL,NULL,ARG,WALNUT RIDGE RGNL,WALNUT RIDGE RGNL,ARG,KARG,NULL
898,FNS_ID_43136277,E:\Working\Sherlock_NOTAM_Data\Temporary\notam.20160524T215806Z_tmp.xml,0016/16,NULL,NULL,!YQT 05/016 YQT  OBST LGT U/S WIND FARM RADIUS 5 NM CENTRE 484543N 884951W (APRX 11 NM N AD) 428 FT AGL 2185 MSL  1605242115-1606032100,YQT,05/016,NULL,OBST LGT U/S WIND FARM RADIUS 5 NM CENTRE 484543N 884951W (APRX 11 NM N AD) 428 FT AGL 2185 MSL,NULL,NULL,NULL,NULL,NULL,428 FT AGL 2185 MSL  1605242115-1606032100,OBST LGT U/S WIND FARM RADIUS 5 NM CENTRE 484543N 884951W (APRX 11 NM N AD) 428 FT AGL 2185 MSL,NULL,NULL,DOM,0016/16,NULL,NULL,NULL,NULL,15:00.0,00:00.0,48:00.0,NULL,CZYZ,NULL,NULL,THUNDER BAY,YQT,YQT,NULL
899,FNS_ID_43136268,E:\Working\Sherlock_NOTAM_Data\Temporary\notam.20160524T215806Z_tmp.xml,0005/16,NOTAMN,NULL,!CUH 05/005 CUH OBST TOWER LGT (ASR 1249048) 360641.00N0964243.00W (10.1NM NNE CUH) 1203.7FT (310.0FT AGL) OUT OF SERVICE 1605242149-1606062149,CUH,05/005,NULL,OBST TOWER LGT (ASR 1249048) 360641.00N0964243.00W (10.1NM NNE CUH) 1203.7FT (310.0FT AGL) OUT OF SERVICE,NULL,NULL,NULL,NULL,NULL,NULL,OBST TOWER LGT (ASR 1249048) 360641.00N0964243.00W (10.1NM NNE CUH) 1203.7FT (310.0FT AGL) OUT OF SERVICE,NULL,NULL,DOM,0005/16 NOTAMN,NULL,NULL,NULL,NULL,49:00.0,49:00.0,49:00.0,NULL,NULL,CUH,CUSHING MUNI,CUSHING MUNI,CUH,KCUH,NULL
900,FNS_ID_43136261,E:\Working\Sherlock_NOTAM_Data\Temporary\notam.20160524T215806Z_tmp.xml,0002/16,NOTAMN,NULL,!SOW 05/002 SOW TWY B AT INT TWY A AND TWY B WEST TO FIRST HANGAR CLSD  1605242140-1606152100,SOW,05/002,NULL,TWY B AT INT TWY A AND TWY B WEST TO FIRST HANGAR CLSD,NULL,NULL,NULL,NULL,NULL,NULL,TWY B AT INT TWY A AND TWY B WEST TO FIRST HANGAR CLSD,NULL,NULL,DOM,0002/16 NOTAMN,NULL,NULL,NULL,NULL,40:00.0,00:00.0,52:00.0,NULL,NULL,SOW,SHOW LOW RGNL,SHOW LOW RGNL,SOW,KSOW,NULL
901,FNS_ID_43136263,E:\Working\Sherlock_NOTAM_Data\Temporary\notam.20160524T215806Z_tmp.xml,0210/16,NOTAMN,NULL,!JBR 05/210 7M5 OBST TOWER LGT (ASR 1228939) 353014.40N0934214.60W  (6.6NM E 7M5) 1033.8FT (244.1FT AGL) OUT OF SERVICE 1605242147-1606232145,JBR,05/210,NULL,OBST TOWER LGT (ASR 1228939) 353014.40N0934214.60W (6.6NM E 7M5) 1033.8FT (244.1FT AGL) OUT OF SERVICE,NULL,NULL,NULL,NULL,NULL,NULL,OBST TOWER LGT (ASR 1228939) 353014.40N0934214.60W (6.6NM E 7M5) 1033.8FT (244.1FT AGL) OUT OF SERVICE,NULL,NULL,DOM,0210/16 NOTAMN,NULL,NULL,NULL,NULL,47:00.0,45:00.0,54:00.0,NULL,NULL,7M5,OZARK-FRANKLIN COUNTY,OZARK-FRANKLIN COUNTY,JBR,7M5,NULL
902,FNS_ID_43136351,E:\Working\Sherlock_NOTAM_Data\Temporary\notam.20160524T221739Z_tmp.xml,0082/16,NULL,NULL,"!YVR 05/082 YVR  CYVR IN SUPPORT OF CYVR CALL FOR RELEASE PROGRAM ALL IFR ACFT DEP CYYJ CYCD CYQQ CYAZ CYBL CYXX CZBB CYHC CAT4 CYPK CYWH CYNJ CYPW AND CAP3 DESTINED FOR CYVR ARE REQUIRED TO CTC TWR, FSS OR FIC BTN 30 AND 90 MIN PRIOR TO DEP FOR AN APPROVED DEP TIME  1605242230-1605242330",YVR,05/082,NULL,"CYVR IN SUPPORT OF CYVR CALL FOR RELEASE PROGRAM ALL IFR ACFT DEP CYYJ CYCD CYQQ CYAZ CYBL CYXX CZBB CYHC CAT4 CYPK CYWH CYNJ CYPW AND CAP3 DESTINED FOR CYVR ARE REQUIRED TO CTC TWR, FSS OR FIC BTN 30 AND 90 MIN PRIOR TO DEP FOR AN APPROVED DEP TIME",NULL,NULL,NULL,NULL,NULL,NULL,"CYVR IN SUPPORT OF CYVR CALL FOR RELEASE PROGRAM ALL IFR ACFT DEP CYYJ CYCD CYQQ CYAZ CYBL CYXX CZBB CYHC CAT4 CYPK CYWH CYNJ CYPW AND CAP3 DESTINED FOR CYVR ARE REQUIRED TO CTC TWR, FSS OR FIC BTN 30 AND 90 MIN PRIOR TO DEP FOR AN APPROVED DEP TIME",NULL,NULL,DOM,0082/16,NULL,NULL,NULL,NULL,30:00.0,30:00.0,06:00.0,NULL,CZVR,NULL,NULL,VANCOUVER INTL,YVR,YVR,NULL
903,FNS_ID_43136346,E:\Working\Sherlock_NOTAM_Data\Temporary\notam.20160524T221739Z_tmp.xml,0842/16,NULL,NULL,!SUAW 05/842 ZLA AIRSPACE KANE WEST MOA ACT 10000FT UP TO BUT NOT INCLUDING FL180 1605250401-1605250430,SUAW,05/842,NULL,AIRSPACE KANE WEST MOA ACT 10000FT UP TO BUT NOT INCLUDING FL180,NULL,NULL,NULL,NULL,NULL,NULL,AIRSPACE KANE WEST MOA ACT 10000FT UP TO BUT NOT INCLUDING FL180,NULL,NULL,DOM,0842/16,100,180,NULL,NULL,01:00.0,30:00.0,05:00.0,NULL,NULL,NULL,NULL,ZLA ARTCC,SUAW,ZLA,NULL
904,FNS_ID_43136348,E:\Working\Sherlock_NOTAM_Data\Temporary\notam.20160524T221739Z_tmp.xml,0844/16,NULL,NULL,!SUAW 05/844 ZLA AIRSPACE KANE EAST MOA ACT 10000FT UP TO BUT NOT INCLUDING FL180 1605250401-1605250430,SUAW,05/844,NULL,AIRSPACE KANE EAST MOA ACT 10000FT UP TO BUT NOT INCLUDING FL180,NULL,NULL,NULL,NULL,NULL,NULL,AIRSPACE KANE EAST MOA ACT 10000FT UP TO BUT NOT INCLUDING FL180,NULL,NULL,DOM,0844/16,100,180,NULL,NULL,01:00.0,30:00.0,05:00.0,NULL,NULL,NULL,NULL,ZLA ARTCC,SUAW,ZLA,NULL
905,FNS_ID_43136331,E:\Working\Sherlock_NOTAM_Data\Temporary\notam.20160524T221739Z_tmp.xml,0700/16,NULL,NULL,!SUAC 05/700 ZAB AIRSPACE MORENCI MOA ACT 1500FT AGL UP TO BUT NOT INCLUDING FL180 1605250401-1605250440,SUAC,05/700,NULL,AIRSPACE MORENCI MOA ACT 1500FT AGL UP TO BUT NOT INCLUDING FL180,NULL,NULL,NULL,NULL,NULL,NULL,AIRSPACE MORENCI MOA ACT 1500FT AGL UP TO BUT NOT INCLUDING FL180,NULL,NULL,DOM,0700/16,15,180,NULL,NULL,01:00.0,40:00.0,05:00.0,NULL,NULL,NULL,NULL,ZAB ARTCC,SUAC,ZAB,NULL
906,FNS_ID_43136337,E:\Working\Sherlock_NOTAM_Data\Temporary\notam.20160524T221739Z_tmp.xml,0706/16,NULL,NULL,!SUAC 05/706 ZHU AIRSPACE BRADY LOW MOA ACT 500FT AGL-5999FT 1605250401-1605250450,SUAC,05/706,NULL,AIRSPACE BRADY LOW MOA ACT 500FT AGL-5999FT,NULL,NULL,NULL,NULL,NULL,NULL,AIRSPACE BRADY LOW MOA ACT 500FT AGL-5999FT,NULL,NULL,DOM,0706/16,5,59.99,NULL,NULL,01:00.0,50:00.0,05:00.0,NULL,NULL,NULL,NULL,ZHU ARTCC,SUAC,ZHU,NULL
907,FNS_ID_43136336,E:\Working\Sherlock_NOTAM_Data\Temporary\notam.20160524T221739Z_tmp.xml,0705/16,NULL,NULL,!SUAC 05/705 ZAB AIRSPACE AR644(S) ACT FL200-FL260 1605250400-1605250530,SUAC,05/705,NULL,AIRSPACE AR644(S) ACT FL200-FL260,NULL,NULL,NULL,NULL,NULL,NULL,AIRSPACE AR644(S) ACT FL200-FL260,NULL,NULL,DOM,0705/16,200,260,NULL,NULL,00:00.0,30:00.0,05:00.0,NULL,NULL,NULL,NULL,ZAB ARTCC,SUAC,ZAB,NULL
908,FNS_ID_43136342,E:\Working\Sherlock_NOTAM_Data\Temporary\notam.20160524T221739Z_tmp.xml,0167/16,NULL,NULL,!SUAE 05/167 ZJX AIRSPACE R3008C ACT 500FT-10000FT 1605250400-1605250530,SUAE,05/167,NULL,AIRSPACE R3008C ACT 500FT-10000FT,/QRRCA/,RESTRICTED AREA ACTIVATED,NULL,NULL,NULL,NULL,AIRSPACE R3008C ACT 500FT-10000FT,500FT,10000FT,DOM,0167/16,5,100,NULL,NULL,00:00.0,30:00.0,05:00.0,NULL,NULL,NULL,NULL,ZJX ARTCC,SUAE,ZJX,NULL
909,FNS_ID_43136335,E:\Working\Sherlock_NOTAM_Data\Temporary\notam.20160524T221739Z_tmp.xml,0704/16,NULL,NULL,!SUAC 05/704 ZAB AIRSPACE TALON LOW MOA ACT 300FT-12499FT 1605250400-1605250530,SUAC,05/704,NULL,AIRSPACE TALON LOW MOA ACT 300FT-12499FT,NULL,NULL,NULL,NULL,NULL,NULL,AIRSPACE TALON LOW MOA ACT 300FT-12499FT,NULL,NULL,DOM,0704/16,3,124.99,NULL,NULL,00:00.0,30:00.0,05:00.0,NULL,NULL,NULL,NULL,ZAB ARTCC,SUAC,ZAB,NULL
910,FNS_ID_43136333,E:\Working\Sherlock_NOTAM_Data\Temporary\notam.20160524T221739Z_tmp.xml,0702/16,NULL,NULL,!SUAC 05/702 ZAB AIRSPACE TALON HIGH WEST MOA ACT 12500FT UP TO BUT NOT INCLUDING FL180 1605250400-1605250530,SUAC,05/702,NULL,AIRSPACE TALON HIGH WEST MOA ACT 12500FT UP TO BUT NOT INCLUDING FL180,NULL,NULL,NULL,NULL,NULL,NULL,AIRSPACE TALON HIGH WEST MOA ACT 12500FT UP TO BUT NOT INCLUDING FL180,NULL,NULL,DOM,0702/16,125,180,NULL,NULL,00:00.0,30:00.0,05:00.0,NULL,NULL,NULL,NULL,ZAB ARTCC,SUAC,ZAB,NULL
911,FNS_ID_43136339,E:\Working\Sherlock_NOTAM_Data\Temporary\notam.20160524T221739Z_tmp.xml,0164/16,NULL,NULL,!SUAE 05/164 ZJX AIRSPACE R3008D ACT 10000FT UP TO BUT NOT INCLUDING FL230 1605250400-1605250530,SUAE,05/164,NULL,AIRSPACE R3008D ACT 10000FT UP TO BUT NOT INCLUDING FL230,/QRRCA/,RESTRICTED AREA ACTIVATED,NULL,NULL,NULL,NULL,AIRSPACE R3008D ACT 10000FT UP TO BUT NOT INCLUDING FL230,10000FT,UP TO BUT NOT INCLUDING FL230,DOM,0164/16,100,230,NULL,MSL,00:00.0,30:00.0,05:00.0,NULL,NULL,NULL,NULL,ZJX ARTCC,SUAE,ZJX,NULL
912,FNS_ID_43136340,E:\Working\Sherlock_NOTAM_Data\Temporary\notam.20160524T221739Z_tmp.xml,0165/16,NULL,NULL,!SUAE 05/165 ZJX AIRSPACE R3008B ACT 100FT-10000FT 1605250400-1605250530,SUAE,05/165,NULL,AIRSPACE R3008B ACT 100FT-10000FT,/QRRCA/,RESTRICTED AREA ACTIVATED,NULL,NULL,NULL,NULL,AIRSPACE R3008B ACT 100FT-10000FT,100FT,10000FT,DOM,0165/16,1,100,NULL,NULL,00:00.0,30:00.0,05:00.0,NULL,NULL,NULL,NULL,ZJX ARTCC,SUAE,ZJX,NULL
